"[all run data]","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen"
,"242","1691989","71.05185766101363","242","1713022","70.71855700421527","242","1708165","68.61092049799039","242","1643113","69.7578668757965","242","1667791","66.04254484854425","242","1696219","70.02254680913636","242","1729264","68.60111753749632","242","1707547","69.49318694245662","242","1704199","70.38525634741691","242","1679176","73.64964219194196"
,"243","1699747","71.13028134496618","243","1720765","70.79698068816782","243","1715725","68.6403293794726","243","1650511","69.7872757572787","243","1675927","66.14057445348496","243","1704013","70.06175865111264","243","1736992","68.62072345848446","243","1715416","69.49318694245662","243","1711768","70.395059307911","243","1686697","73.6692481129301"
,"244","1707271","71.17929614743653","244","1728193","70.85579845113224","244","1723219","68.65993530046075","244","1657747","69.8166846387609","244","1683547","66.22880109793158","244","1711612","70.14998529555926","244","1744729","68.65013233996666","244","1723027","69.50298990295069","244","1718881","70.395059307911","244","1694080","73.6692481129301"
,"245","1714798","71.20870502891873","245","1735696","70.88520733261444","245","1731013","68.67954122144887","245","1665145","69.85589648073719","245","1691185","66.24840701891972","245","1718905","70.23821194000588","245","1752151","68.65993530046075","245","1730434","69.55200470542104","245","1726663","70.395059307911","245","1701736","73.67905107342418"
,"246","1722145","71.31653759435349","246","1743658","70.963631016567","246","1738648","68.70895010293108","246","1672633","69.88530536221938","246","1698382","66.28761886089599","246","1726387","70.30683266346436","246","1760170","68.67954122144887","246","1738159","69.58141358690324","246","1734277","70.40486226840505","246","1708843","73.68885403391825"
,"247","1729711","71.36555239682384","247","1750903","71.02244877953142","247","1746259","68.76776786589551","247","1680043","69.9147142437016","247","1706047","66.35623958435448","247","1733446","70.31663562395843","247","1767526","68.67954122144887","247","1745674","69.61082246838545","247","1742026","70.40486226840505","247","1716175","73.68885403391825"
,"248","1737301","71.37535535731791","248","1758241","71.04205470051956","248","1753435","68.7971767473777","248","1687342","69.93432016468974","248","1713949","66.45426918929516","248","1741351","70.35584746593472","248","1774954","68.67954122144887","248","1753078","69.61082246838545","248","1749736","70.40486226840505","248","1723372","73.68885403391825"
,"249","1744837","71.37535535731791","249","1765780","71.04205470051956","249","1761166","68.80697970787178","249","1695127","69.98333496716009","249","1721569","66.55229879423587","249","1748977","70.395059307911","249","1782880","68.70895010293108","249","1760779","69.6598372708558","249","1757476","70.4244681893932","249","1730959","73.68885403391825"
,"250","1752490","71.40476423880011","250","1773742","71.05185766101363","250","1768705","68.84619154984804","250","1703056","70.01274384864229","250","1729045","66.65032839917654","250","1756489","70.4244681893932","250","1790494","68.71875306342515","250","1767976","69.67944319184394","250","1765453","70.43427114988727","250","1738420","73.68885403391825"
,"251","1760173","71.41456719929418","251","1781317","71.0910695029899","251","1776463","68.86579747083618","251","1710391","70.0421527301245","251","1736542","66.73855504362318","251","1764475","70.49308891285168","251","1798498","68.71875306342515","251","1775158","69.70885207332614","251","1773010","70.47348299186355","251","1746325","73.68885403391825"
,"252","1767829","71.46358200176454","252","1788871","71.10087246348397","252","1784023","68.86579747083618","252","1718173","70.06175865111264","252","1744435","66.76796392510539","252","1771738","70.57151259680424","252","1806220","68.71875306342515","252","1782427","69.73826095480835","252","1780063","70.50289187334576","252","1753957","73.68885403391825"
,"253","1775236","71.4733849622586","253","1796182","71.10087246348397","253","1791778","68.86579747083618","253","1725142","70.08136457210077","253","1751833","66.79737280658759","253","1779073","70.57151259680424","253","1814089","68.74816194490737","253","1789882","69.7872757572787","253","1787203","70.54210371532203","253","1761556","73.69865699441232"
,"254","1782733","71.48318792275268","254","1803904","71.13028134496618","254","1799281","68.86579747083618","254","1732546","70.11077345358298","254","1759429","66.85619056955201","254","1787203","70.5813155572983","254","1821940","68.77757082638956","254","1797295","69.82648759925497","254","1794553","70.5519066758161","254","1768771","73.70845995490637"
,"255","1790515","71.56161160670523","255","1811365","71.16949318694246","255","1806943","68.88540339182433","255","1739935","70.14998529555926","255","1767055","66.90520537202235","255","1794967","70.5813155572983","255","1829902","68.78737378688363","255","1804873","69.88530536221938","255","1802095","70.5813155572983","255","1775677","73.73786883638859"
,"256","1798015","71.56161160670523","256","1819240","71.16949318694246","256","1814710","68.88540339182433","256","1747495","70.19900009802961","256","1774618","66.96402313498677","256","1802506","70.59111851779238","256","1837381","68.80697970787178","256","1812490","69.92451720419567","256","1809244","70.61072443878052","256","1782814","73.7672777178708"
,"257","1805596","71.5714145671993","257","1826983","71.17929614743653","257","1822384","68.91481227330654","257","1755385","70.23821194000588","257","1782091","67.02284089795117","257","1809862","70.59111851779238","257","1845094","68.80697970787178","257","1820257","70.00294088814822","257","1816399","70.61072443878052","257","1789690","73.80648955984708"
,"258","1813681","71.5714145671993","258","1834540","71.21850798941281","258","1829605","68.9540241152828","258","1763368","70.28722674247624","258","1789801","67.09146162140966","258","1817530","70.64013332026272","258","1852603","68.80697970787178","258","1828348","70.08136457210077","258","1824019","70.63033035976865","258","1796776","73.83589844132928"
,"259","1821577","71.5714145671993","259","1842343","71.26752279188315","259","1836805","69.00303891775316","259","1771030","70.29702970297029","259","1797301","67.16008234486816","259","1825018","70.65973924125086","259","1860118","68.82658562885992","259","1835533","70.14998529555926","259","1830976","70.65973924125086","259","1803955","73.87511028330556"
,"260","1829599","71.5714145671993","260","1850095","71.29693167336535","260","1844659","69.0226448387413","260","1778752","70.3264385844525","260","1804837","67.16988530536221","260","1832710","70.65973924125086","260","1867771","68.82658562885992","260","1843237","70.17939417704147","260","1838362","70.65973924125086","260","1811485","73.8947162042937"
,"261","1837552","71.59102048818744","261","1857919","71.32634055484756","261","1852195","69.07165964121165","261","1786372","70.37545338692286","261","1812139","67.1796882658563","261","1840258","70.679345162239","261","1874872","68.82658562885992","261","1850632","70.20880305852367","261","1846135","70.65973924125086","261","1819000","73.8947162042937"
,"262","1845361","71.62042936966964","262","1865440","71.36555239682384","262","1859416","69.08146260170571","262","1793569","70.4244681893932","262","1819672","67.18949122635036","262","1847419","70.68914812273306","262","1882075","68.82658562885992","262","1858051","70.24801490049995","262","1853893","70.65973924125086","262","1826500","73.9241250857759"
,"263","1853095","71.63023233016371","263","1873261","71.39496127830604","263","1866817","69.11087148318792","263","1801048","70.43427114988727","263","1827538","67.21890010783255","263","1854907","70.69895108322714","263","1889470","68.82658562885992","263","1865341","70.31663562395843","263","1861417","70.65973924125086","263","1834054","73.93392804626998"
,"264","1861030","71.63023233016371","264","1880935","71.43417312028232","264","1874203","69.1500833251642","264","1808344","70.46368003136948","264","1835542","67.24830898931478","264","1862560","70.7087540437212","264","1897000","68.82658562885992","264","1872952","70.3264385844525","264","1868971","70.65973924125086","264","1841554","73.95353396725811"
,"265","1868737","71.63023233016371","265","1888300","71.4439760807764","265","1881706","69.17949220664642","265","1816270","70.49308891285168","265","1843279","67.24830898931478","265","1870099","70.71855700421527","265","1904524","68.83638858935399","265","1880650","70.3264385844525","265","1876984","70.65973924125086","265","1849138","73.97313988824625"
,"266","1876774","71.64003529065778","266","1895806","71.45377904127047","266","1889539","69.17949220664642","266","1823968","70.49308891285168","266","1850701","67.24830898931478","266","1877734","70.71855700421527","266","1912267","68.84619154984804","266","1888327","70.34604450544064","266","1884130","70.65973924125086","266","1856878","74.01235173022252"
,"267","1884343","71.64003529065778","267","1903387","71.45377904127047","267","1896970","69.17949220664642","267","1831852","70.51269483383982","267","1858258","67.24830898931478","267","1885348","70.75776884619155","267","1919950","68.87560043133027","267","1895965","70.35584746593472","267","1891558","70.65973924125086","267","1864378","74.06136653269287"
,"268","1891450","71.65964121164592","268","1910761","71.45377904127047","268","1904542","69.20890108812861","268","1839820","70.53230075482796","268","1865731","67.28752083129105","268","1892653","70.78717772767376","268","1927240","68.87560043133027","268","1903738","70.35584746593472","268","1898857","70.65973924125086","268","1872046","74.1495931771395"
,"269","1898923","71.66944417213998","269","1918582","71.48318792275268","269","1911673","69.28732477208116","269","1847806","70.53230075482796","269","1872970","67.30712675227919","269","1900699","70.82638956965003","269","1935268","68.88540339182433","269","1911322","70.35584746593472","269","1906165","70.66954220174493","269","1879711","74.15939613763356"
,"270","1906882","71.67924713263406","270","1926367","71.51259680423487","270","1919266","69.29712773257523","270","1855507","70.54210371532203","270","1880500","67.30712675227919","270","1908001","70.85579845113224","270","1943479","68.88540339182433","270","1918558","70.37545338692286","270","1913719","70.66954220174493","270","1887265","74.16919909812763"
